iteration,constructed,improved,best
1,1.22173e+06,1.22173e+06,1.22173e+06
2,1.22173e+06,1.21521e+06,1.21521e+06
3,1.22173e+06,1.21661e+06,1.21521e+06
4,1.22173e+06,1.22065e+06,1.21521e+06
5,1.22173e+06,1.21629e+06,1.21521e+06
6,1.22173e+06,1.2199e+06,1.21521e+06
7,1.22173e+06,1.21152e+06,1.21152e+06
8,1.22173e+06,1.22046e+06,1.21152e+06
9,1.22173e+06,1.21661e+06,1.21152e+06
10,1.22173e+06,1.22065e+06,1.21152e+06
11,1.22173e+06,1.22173e+06,1.21152e+06
12,1.22173e+06,1.21661e+06,1.21152e+06
13,1.22173e+06,1.22173e+06,1.21152e+06
14,1.22173e+06,1.21414e+06,1.21152e+06
15,1.22173e+06,1.22173e+06,1.21152e+06
16,1.22173e+06,1.21632e+06,1.21152e+06
17,1.22173e+06,1.22043e+06,1.21152e+06
18,1.22173e+06,1.2205e+06,1.21152e+06
19,1.22173e+06,1.22173e+06,1.21152e+06
20,1.22173e+06,1.2192e+06,1.21152e+06
21,1.22173e+06,1.21632e+06,1.21152e+06
22,1.22173e+06,1.21943e+06,1.21152e+06
23,1.22173e+06,1.21455e+06,1.21152e+06
24,1.22173e+06,1.22173e+06,1.21152e+06
25,1.22173e+06,1.22173e+06,1.21152e+06
26,1.22173e+06,1.22173e+06,1.21152e+06
27,1.22173e+06,1.19457e+06,1.19457e+06
28,1.22173e+06,1.21675e+06,1.19457e+06
29,1.22173e+06,1.21521e+06,1.19457e+06
30,1.22173e+06,1.21934e+06,1.19457e+06
31,1.22173e+06,1.22173e+06,1.19457e+06
32,1.22173e+06,1.2199e+06,1.19457e+06
33,1.22173e+06,1.22173e+06,1.19457e+06
34,1.22173e+06,1.2192e+06,1.19457e+06
35,1.22173e+06,1.21632e+06,1.19457e+06
36,1.22173e+06,1.21661e+06,1.19457e+06
37,1.22173e+06,1.21661e+06,1.19457e+06
38,1.22173e+06,1.22061e+06,1.19457e+06
39,1.22173e+06,1.22173e+06,1.19457e+06
40,1.22173e+06,1.19483e+06,1.19457e+06
41,1.22173e+06,1.21447e+06,1.19457e+06
42,1.22173e+06,1.21701e+06,1.19457e+06
43,1.22173e+06,1.22173e+06,1.19457e+06
44,1.22173e+06,1.19004e+06,1.19004e+06
45,1.22173e+06,1.20829e+06,1.19004e+06
46,1.22173e+06,1.22004e+06,1.19004e+06
47,1.22173e+06,1.2112e+06,1.19004e+06
48,1.22173e+06,1.19457e+06,1.19004e+06
49,1.22173e+06,1.20855e+06,1.19004e+06
50,1.22173e+06,1.20759e+06,1.19004e+06
51,1.22173e+06,1.205e+06,1.19004e+06
52,1.22173e+06,1.22173e+06,1.19004e+06
53,1.22173e+06,1.2151e+06,1.19004e+06
54,1.22173e+06,1.20923e+06,1.19004e+06
55,1.22173e+06,1.22173e+06,1.19004e+06
56,1.22173e+06,1.21054e+06,1.19004e+06
57,1.22173e+06,1.21321e+06,1.19004e+06
58,1.22173e+06,1.21698e+06,1.19004e+06
59,1.22173e+06,1.22173e+06,1.19004e+06
60,1.22173e+06,1.2208e+06,1.19004e+06
61,1.22173e+06,1.20084e+06,1.19004e+06
62,1.22173e+06,1.2205e+06,1.19004e+06
63,1.22173e+06,1.22082e+06,1.19004e+06
64,1.22173e+06,1.20207e+06,1.19004e+06
65,1.22173e+06,1.22173e+06,1.19004e+06
66,1.22173e+06,1.21492e+06,1.19004e+06
67,1.22173e+06,1.20207e+06,1.19004e+06
68,1.22173e+06,1.22173e+06,1.19004e+06
69,1.22173e+06,1.21234e+06,1.19004e+06
70,1.22173e+06,1.21661e+06,1.19004e+06
71,1.22173e+06,1.22173e+06,1.19004e+06
72,1.22173e+06,1.21863e+06,1.19004e+06
73,1.22173e+06,1.22173e+06,1.19004e+06
74,1.22173e+06,1.21661e+06,1.19004e+06
75,1.22173e+06,1.21661e+06,1.19004e+06
76,1.22173e+06,1.2137e+06,1.19004e+06
77,1.22173e+06,1.22173e+06,1.19004e+06
78,1.22173e+06,1.22043e+06,1.19004e+06
79,1.22173e+06,1.21345e+06,1.19004e+06
80,1.22173e+06,1.21632e+06,1.19004e+06
81,1.22173e+06,1.18921e+06,1.18921e+06
82,1.22173e+06,1.21629e+06,1.18921e+06
83,1.22173e+06,1.21767e+06,1.18921e+06
84,1.22173e+06,1.21926e+06,1.18921e+06
85,1.22173e+06,1.22173e+06,1.18921e+06
86,1.22173e+06,1.19725e+06,1.18921e+06
87,1.22173e+06,1.21593e+06,1.18921e+06
88,1.22173e+06,1.21851e+06,1.18921e+06
